case	id	sex	deg	yrdeg	field	startyr	year	rank	admin	salary	salary_increment
11449	1007	F	PhD	72	Arts	72	89	Assoc	0	4032	264
11450	1007	F	PhD	72	Arts	72	90	Assoc	0	4281	249
11451	1007	F	PhD	72	Arts	72	91	Assoc	0	4544	263
11452	1007	F	PhD	72	Arts	72	92	Assoc	0	4743	199
11453	1007	F	PhD	72	Arts	72	93	Assoc	0	4951	208
11454	1007	F	PhD	72	Arts	72	94	Assoc	0	4951	0
11455	1007	F	PhD	72	Arts	72	95	Assoc	0	5168	217
11456	1008	M	PhD	79	Prof	90	90	Assist	0	4155	NA
11457	1008	M	PhD	79	Prof	90	91	Assist	0	4411	256
11458	1008	M	PhD	79	Prof	90	92	Assist	0	4538	127
11459	1008	M	PhD	79	Prof	90	93	Assist	0	4670	132
11460	1008	M	PhD	79	Prof	90	94	Assist	0	4670	0
11461	1008	M	PhD	79	Prof	90	95	Assist	0	4806	136
11462	1009	M	PhD	78	Arts	80	80	Assist	0	2112	NA
11463	1009	M	PhD	78	Arts	80	81	Assist	0	2391	279
11464	1009	M	PhD	78	Arts	80	82	Assist	0	2532	141
11465	1009	M	PhD	78	Arts	80	84	Assoc	0	2851	319
11466	1009	M	PhD	78	Arts	80	85	Assoc	0	2851	0
11467	1009	M	PhD	78	Arts	80	86	Assoc	0	3200	349
11468	1009	M	PhD	78	Arts	80	87	Assoc	0	3361	161
11469	1009	M	PhD	78	Arts	80	88	Assoc	0	3458	97
11470	1009	M	PhD	78	Arts	80	89	Assoc	0	3754	296
11471	1009	M	PhD	78	Arts	80	90	Full	0	5780	2026
11472	1009	M	PhD	78	Arts	80	91	Full	0	5878	98
11473	1009	M	PhD	78	Arts	80	92	Full	0	6135	257
11474	1009	M	PhD	78	Arts	80	93	Full	0	6313	178
11475	1009	M	PhD	78	Arts	80	94	Full	0	6313	0
11476	1009	M	PhD	78	Arts	80	95	Full	0	6684	371
11477	1010	F	PhD	90	Other	91	91	Assist	0	3459	NA
11478	1010	F	PhD	90	Other	91	92	Assist	0	3611	152
11479	1010	F	PhD	90	Other	91	93	Assist	0	3769	158
11480	1010	F	PhD	90	Other	91	94	Assist	0	3769	0
11481	1010	F	PhD	90	Other	91	95	Assist	0	4165	396
11482	1011	M	PhD	82	Prof	82	82	Assist	0	2920	NA
11483	1011	M	PhD	82	Prof	82	83	Assist	0	3455	535
11484	1011	M	PhD	82	Prof	82	84	Assist	0	3688	233
11485	1011	M	PhD	82	Prof	82	85	Assist	0	3688	0
11486	1011	M	PhD	82	Prof	82	86	Assist	0	4259	571
11487	1011	M	PhD	82	Prof	82	87	Assist	0	4473	214
11488	1011	M	PhD	82	Prof	82	88	Assoc	0	4669	196
11489	1011	M	PhD	82	Prof	82	89	Assoc	0	4996	327
11490	1011	M	PhD	82	Prof	82	90	Assoc	0	5458.667	462.667
11491	1011	M	PhD	82	Prof	82	91	Assoc	0	5631	172.333
11492	1011	M	PhD	82	Prof	82	92	Assoc	0	5878	247
11493	1011	M	PhD	82	Prof	82	93	Assoc	0	6048	170
11494	1011	M	PhD	82	Prof	82	94	Assoc	0	6048	0
11495	1011	M	PhD	82	Prof	82	95	Assoc	0	6223	175
11496	1012	F	PhD	92	Prof	90	90	Assist	0	4445	NA
11497	1012	F	PhD	92	Prof	90	91	Assist	0	4445	0
11498	1012	F	PhD	92	Prof	90	92	Assist	0	4610	165
11499	1012	F	PhD	92	Prof	90	93	Assist	0	4757	147
11500	1012	F	PhD	92	Prof	90	94	Assist	0	4757	0
11501	1012	F	PhD	92	Prof	90	95	Assist	0	4951	194
11502	1013	M	PhD	80	Other	87	87	Assoc	0	4347	NA
11503	1013	M	PhD	80	Other	87	88	Assoc	0	4473	126
11504	1013	M	PhD	80	Other	87	89	Assoc	0	6370	1897
11505	1013	M	PhD	80	Other	87	90	Full	0	6668	298
11506	1013	M	PhD	80	Other	87	91	Full	0	6878	210
11507	1013	M	PhD	80	Other	87	92	Full	0	7078	200
11508	1013	M	PhD	80	Other	87	93	Full	0	7283	205
11509	1013	M	PhD	80	Other	87	94	Full	0	7283	0
11510	1013	M	PhD	80	Other	87	95	Full	0	7712	429
11511	1014	M	PhD	58	Other	88	88	Full	0	9011	NA
11512	1014	M	PhD	58	Other	88	89	Full	0	9106	95
11513	1014	M	PhD	58	Other	88	90	Full	0	9532	426
11514	1014	M	PhD	58	Other	88	91	Full	0	9974	442
11515	1014	M	PhD	58	Other	88	92	Full	0	10263	289
11516	1014	M	PhD	58	Other	88	93	Full	0	10561	298
11517	1014	M	PhD	58	Other	88	94	Full	0	10561	0
11518	1014	M	PhD	58	Other	88	95	Full	0	11024	463
11519	1015	M	PhD	89	Other	91	91	Assist	0	3823	NA
11520	1015	M	PhD	89	Other	91	92	Assist	0	3823	0
11521	1015	M	PhD	89	Other	91	93	Assist	0	3934	111
11522	1015	M	PhD	89	Other	91	94	Assist	0	3934	0
11523	1015	M	PhD	89	Other	91	95	Assist	0	4348	414
11524	1016	F	PhD	78	Other	89	89	Full	1	5134	NA
11525	1016	F	PhD	78	Other	89	90	Full	1	5452	318
11526	1016	F	PhD	78	Other	89	91	Full	0	5544	92
11527	1016	F	PhD	78	Other	89	92	Full	0	5705	161
11528	1016	F	PhD	78	Other	89	93	Full	0	5787	82
11529	1016	F	PhD	78	Other	89	94	Full	0	5787	0
11530	1016	F	PhD	78	Other	89	95	Full	0	5955	168
11531	1017	M	PhD	84	Other	84	84	Assist	0	2655	NA
11532	1017	M	PhD	84	Other	84	85	Assist	0	2655	0
11533	1017	M	PhD	84	Other	84	86	Assist	1	3066	411
11534	1017	M	PhD	84	Other	84	87	Assist	1	3220	154
11535	1017	M	PhD	84	Other	84	88	Assist	0	3458	238
11536	1017	M	PhD	84	Other	84	89	Assoc	1	3808	350
11537	1017	M	PhD	84	Other	84	90	Assoc	1	4101	293
11538	1017	M	PhD	84	Other	84	91	Assoc	1	4292	191
11539	1017	M	PhD	84	Other	84	92	Assoc	1	4480	188
11540	1017	M	PhD	84	Other	84	93	Assoc	0	4610	130
11541	1017	M	PhD	84	Other	84	94	Assoc	0	4610	0
11542	1017	M	PhD	84	Other	84	95	Assoc	0	4951	341
11543	1018	M	PhD	68	Prof	64	76	Assoc	0	1874	NA
11544	1018	M	PhD	68	Prof	64	77	Assoc	0	2058	184
11545	1018	M	PhD	68	Prof	64	78	Assoc	0	2136	78
11546	1018	M	PhD	68	Prof	64	79	Assoc	0	2454	318
11547	1018	M	PhD	68	Prof	64	80	Assoc	0	2597	143
11548	1018	M	PhD	68	Prof	64	81	Assoc	0	2920	323
11549	1018	M	PhD	68	Prof	64	82	Assoc	0	2920	0
11550	1018	M	PhD	68	Prof	64	83	Assoc	0	3818	898
11551	1018	M	PhD	68	Prof	64	84	Assoc	0	4018	200
11552	1018	M	PhD	68	Prof	64	85	Assoc	0	4018	0
11553	1018	M	PhD	68	Prof	64	86	Assoc	0	4139	121
11554	1018	M	PhD	68	Prof	64	87	Assoc	0	4347	208
11555	1018	M	PhD	68	Prof	64	88	Assoc	0	4347	0
11556	1018	M	PhD	68	Prof	64	89	Assoc	0	4520	173
11557	1018	M	PhD	68	Prof	64	90	Assoc	0	4939	419
11558	1018	M	PhD	68	Prof	64	91	Assoc	0	5095	156
11559	1018	M	PhD	68	Prof	64	92	Assoc	0	5242	147
11560	1018	M	PhD	68	Prof	64	93	Assoc	0	5318	76
11561	1018	M	PhD	68	Prof	64	94	Assoc	0	5318	0
11562	1018	M	PhD	68	Prof	64	95	Assoc	0	5318	0
11563	1019	M	PhD	79	Other	80	80	Assist	0	1756	NA
11564	1019	M	PhD	79	Other	80	81	Assist	0	2011	255
11565	1019	M	PhD	79	Other	80	82	Assist	0	2011	0
11566	1019	M	PhD	79	Other	80	83	Assist	0	2151	140
11567	1019	M	PhD	79	Other	80	84	Assist	0	2504	353
11568	1019	M	PhD	79	Other	80	85	Assist	0	2504	0
11569	1019	M	PhD	79	Other	80	86	Assist	0	2770	266
11570	1019	M	PhD	79	Other	80	87	Assoc	0	2995	225
11571	1019	M	PhD	79	Other	80	88	Assoc	0	3082	87
11572	1019	M	PhD	79	Other	80	89	Assoc	0	3441	359
11573	1019	M	PhD	79	Other	80	90	Assoc	0	3602	161
11574	1019	M	PhD	79	Other	80	91	Assoc	0	3769	167
11575	1019	M	PhD	79	Other	80	92	Assoc	0	3878	109
11576	1019	M	PhD	79	Other	80	93	Assoc	0	4951	1073
11577	1019	M	PhD	79	Other	80	94	Full	0	5095	144
11578	1019	M	PhD	79	Other	80	95	Full	0	5394	299
11579	1020	M	PhD	88	Prof	89	89	Assist	0	3596	NA
11580	1020	M	PhD	88	Prof	89	90	Assist	0	3873	277
11581	1020	M	PhD	88	Prof	89	91	Assist	0	4053	180
11582	1020	M	PhD	88	Prof	89	92	Assist	0	4353	300
11583	1020	M	PhD	88	Prof	89	93	Assist	0	4480	127
11584	1020	M	PhD	88	Prof	89	94	Assoc	0	4610	130
11585	1020	M	PhD	88	Prof	89	95	Assoc	0	4743	133
11586	1021	M	PhD	84	Other	91	91	Assoc	0	3823	NA
11587	1021	M	PhD	84	Other	91	92	Assoc	0	4048	225
11588	1021	M	PhD	84	Other	91	93	Assoc	0	4225	177
11589	1021	M	PhD	84	Other	91	94	Assoc	0	4670	445
11590	1021	M	PhD	84	Other	91	95	Assoc	0	4875	205
11591	1022	F	PhD	95	Other	95	95	Assist	0	4353	NA
11592	1023	M	PhD	77	Prof	91	91	Assoc	0	3715	NA
11593	1023	M	PhD	77	Prof	91	92	Assoc	0	3878	163
11594	1023	M	PhD	77	Prof	91	93	Assoc	0	3990.667	112.667
11595	1023	M	PhD	77	Prof	91	94	Assoc	0	3991	0.333000000000084
11596	1023	M	PhD	77	Prof	91	95	Assoc	0	4165	174
11597	1024	M	PhD	77	Other	95	95	Assist	0	4225	NA
11598	1025	M	PhD	63	Other	63	76	Full	0	3061	NA
11599	1025	M	PhD	63	Other	63	77	Full	0	3387	326
11600	1025	M	PhD	63	Other	63	78	Full	0	3528	141
11601	1025	M	PhD	63	Other	63	79	Full	0	3906	378
11602	1025	M	PhD	63	Other	63	80	Full	0	4222	316
11603	1025	M	PhD	63	Other	63	81	Full	0	4615	393
11604	1025	M	PhD	63	Other	63	82	Full	0	4817	202
11605	1025	M	PhD	63	Other	63	83	Full	0	5133.333	316.333
11606	1025	M	PhD	63	Other	63	84	Full	0	5274	140.667
11607	1025	M	PhD	63	Other	63	85	Full	0	5274	0
11608	1025	M	PhD	63	Other	63	86	Full	0	6265	991
11609	1025	M	PhD	63	Other	63	87	Full	0	6580	315
11610	1025	M	PhD	63	Other	63	88	Full	0	6771	191
11611	1025	M	PhD	63	Other	63	89	Full	0	7244	473
11612	1025	M	PhD	63	Other	63	90	Full	0	7583	339
11613	1025	M	PhD	63	Other	63	91	Full	0	7935	352
11614	1025	M	PhD	63	Other	63	92	Full	0	8165	230
11615	1025	M	PhD	63	Other	63	93	Full	0	8402	237
11616	1025	M	PhD	63	Other	63	94	Full	0	8402	0
11617	1025	M	PhD	63	Other	63	95	Full	0	8770	368
11618	1026	M	PhD	75	Prof	79	79	Assist	0	2056	NA
11619	1026	M	PhD	75	Prof	79	82	Assoc	0	2755	699
11620	1026	M	PhD	75	Prof	79	83	Assoc	0	3600	845
11621	1026	M	PhD	75	Prof	79	84	Assoc	0	4013	413
11622	1026	M	PhD	75	Prof	79	85	Full	0	4130	117
11623	1026	M	PhD	75	Prof	79	87	Full	0	4800	670
11624	1026	M	PhD	75	Prof	79	88	Full	0	5082.667	282.667
11625	1026	M	PhD	75	Prof	79	89	Full	0	5756	673.333
11626	1026	M	PhD	75	Prof	79	90	Full	0	6565.333	809.333
11627	1026	M	PhD	75	Prof	79	91	Full	0	7069.333	504
11628	1026	M	PhD	75	Prof	79	92	Full	0	7378.667	309.334000000001
11629	1026	M	PhD	75	Prof	79	93	Full	0	7593.333	214.665999999999
11630	1026	M	PhD	75	Prof	79	94	Full	0	7593.333	0
11631	1026	M	PhD	75	Prof	79	95	Full	0	7925	331.667
11632	1027	F	PhD	87	Other	90	90	Assist	0	3450	NA
11633	1027	F	PhD	87	Other	90	91	Assist	0	3715	265
11634	1027	F	PhD	87	Other	90	92	Assist	0	3991	276
11635	1027	F	PhD	87	Other	90	93	Assist	0	4165	174
11636	1027	F	PhD	87	Other	90	94	Assoc	0	4286	121
11637	1027	F	PhD	87	Other	90	95	Assoc	0	4474	188
11638	1028	M	PhD	82	Other	87	87	Assist	0	3409	NA
11639	1028	M	PhD	82	Other	87	88	Assist	0	3409	0
11640	1028	M	PhD	82	Other	87	89	Assist	0	3754	345
11641	1028	M	PhD	82	Other	87	90	Assist	0	3929	175
11642	1028	M	PhD	82	Other	87	91	Assoc	0	4231	302
11643	1028	M	PhD	82	Other	87	92	Assoc	0	4416	185
11644	1028	M	PhD	82	Other	87	93	Assoc	0	4676	260
11645	1028	M	PhD	82	Other	87	94	Assoc	0	4676	0
11646	1028	M	PhD	82	Other	87	95	Full	0	4951	275
11647	1029	F	PhD	87	Other	89	89	Assist	0	3204	NA
11648	1029	F	PhD	87	Other	89	90	Assist	0	3401	197
11649	1029	F	PhD	87	Other	89	91	Assist	0	3559	158
11650	1029	F	PhD	87	Other	89	92	Assist	0	3663	104
11651	1029	F	PhD	87	Other	89	93	Assist	0	3769	106
11652	1029	F	PhD	87	Other	89	94	Assoc	0	4348	579
11653	1029	F	PhD	87	Other	89	95	Assoc	0	4528	180
11654	1030	M	PhD	69	Arts	72	76	Assoc	0	1946	NA
11655	1030	M	PhD	69	Arts	72	77	Assoc	0	2296	350
11656	1030	M	PhD	69	Arts	72	78	Assoc	0	2419	123
11657	1030	M	PhD	69	Arts	72	79	Assoc	0	2715	296
11658	1030	M	PhD	69	Arts	72	80	Assoc	0	2964	249
11659	1030	M	PhD	69	Arts	72	81	Assoc	0	3369	405
11660	1030	M	PhD	69	Arts	72	82	Assoc	0	3517	148
11661	1030	M	PhD	69	Arts	72	83	Assoc	0	3710	193
11662	1030	M	PhD	69	Arts	72	84	Assoc	0	3906	196
11663	1030	M	PhD	69	Arts	72	85	Assoc	0	3906	0
11664	1030	M	PhD	69	Arts	72	86	Assoc	0	4023	117
11665	1030	M	PhD	69	Arts	72	87	Assoc	0	4225	202
11666	1030	M	PhD	69	Arts	72	88	Assoc	0	4225	0
11667	1030	M	PhD	69	Arts	72	89	Assoc	0	4520	295
11668	1030	M	PhD	69	Arts	72	90	Assoc	0	4869	349
11669	1030	M	PhD	69	Arts	72	91	Assoc	0	5394	525
11670	1030	M	PhD	69	Arts	72	92	Assoc	0	5631	237
11671	1030	M	PhD	69	Arts	72	93	Assoc	0	5878	247
11672	1030	M	PhD	69	Arts	72	94	Assoc	0	5878	0
11673	1030	M	PhD	69	Arts	72	95	Assoc	0	6048	170
11674	1031	F	PhD	88	Arts	91	91	Assist	0	4292	NA
11675	1031	F	PhD	88	Arts	91	92	Assist	0	4292	0
11676	1031	F	PhD	88	Arts	91	93	Assist	0	4353	61
11677	1031	F	PhD	88	Arts	91	94	Assist	0	4353	0
11678	1031	F	PhD	88	Arts	91	95	Assist	0	4480	127
11679	1032	F	PhD	91	Other	92	92	Assist	0	3085	NA
11680	1032	F	PhD	91	Other	92	93	Assist	0	3175	90
11681	1032	F	PhD	91	Other	92	94	Assist	0	3175	0
11682	1032	F	PhD	91	Other	92	95	Assist	0	3611	436
11683	1033	M	PhD	83	Prof	83	83	Assist	0	2448	NA
11684	1033	M	PhD	83	Prof	83	84	Assist	0	2539	91
11685	1033	M	PhD	83	Prof	83	85	Assist	0	2539	0
11686	1033	M	PhD	83	Prof	83	86	Assist	0	2770	231
11687	1033	M	PhD	83	Prof	83	87	Assist	0	2910	140
11688	1033	M	PhD	83	Prof	83	91	Assoc	0	6223	3313
11689	1033	M	PhD	83	Prof	83	92	Assoc	0	6223	0
11690	1033	M	PhD	83	Prof	83	93	Assoc	0	6404	181
11691	1033	M	PhD	83	Prof	83	94	Assoc	0	6404	0
11692	1033	M	PhD	83	Prof	83	95	Assoc	0	6590	186
11693	1034	M	PhD	72	Prof	78	78	Assoc	0	1300	NA
11694	1034	M	PhD	72	Prof	78	79	Assoc	0	1724	424
11695	1034	M	PhD	72	Prof	78	81	Assoc	0	2288	564
11696	1034	M	PhD	72	Prof	78	82	Assoc	0	2388	100
11697	1034	M	PhD	72	Prof	78	83	Assoc	0	2555	167
11698	1034	M	PhD	72	Prof	78	84	Assoc	0	2729	174
11699	1034	M	PhD	72	Prof	78	85	Assoc	0	2729	0
11700	1034	M	PhD	72	Prof	78	86	Assoc	0	2976	247
11701	1034	M	PhD	72	Prof	78	87	Assoc	0	3126	150
11702	1034	M	PhD	72	Prof	78	88	Assoc	0	3217	91
11703	1034	M	PhD	72	Prof	78	89	Assoc	0	3490	273
11704	1034	M	PhD	72	Prof	78	90	Assoc	0	3653	163
11705	1034	M	PhD	72	Prof	78	91	Assoc	0	3939	286
11706	1034	M	PhD	72	Prof	78	92	Assoc	0	4053	114
11707	1034	M	PhD	72	Prof	78	93	Assoc	0	4171	118
11708	1034	M	PhD	72	Prof	78	94	Assoc	0	4171	0
11709	1034	M	PhD	72	Prof	78	95	Assoc	0	4292	121
11710	1035	M	PhD	68	Other	85	85	Full	1	5349	NA
11711	1035	M	PhD	68	Other	85	86	Full	1	5833	484
11712	1035	M	PhD	68	Other	85	87	Full	1	6126	293
11713	1035	M	PhD	68	Other	85	88	Full	1	6126	0
11714	1035	M	PhD	68	Other	85	89	Full	1	6555	429
11715	1035	M	PhD	68	Other	85	90	Full	1	6764	209
11716	1035	M	PhD	68	Other	85	91	Full	1	6977	213
11717	1035	M	PhD	68	Other	85	92	Full	1	7180	203
11718	1035	M	PhD	68	Other	85	93	Full	0	7388	208
11719	1035	M	PhD	68	Other	85	94	Full	0	7388	0
11720	1035	M	PhD	68	Other	85	95	Full	0	7602	214
11721	1036	M	PhD	59	Other	62	76	Full	0	2160	NA
11722	1036	M	PhD	59	Other	62	77	Full	1	2419	259
11723	1036	M	PhD	59	Other	62	78	Full	1	2544	125
11724	1036	M	PhD	59	Other	62	79	Full	1	2940	396
11725	1036	M	PhD	59	Other	62	80	Full	1	3153	213
11726	1036	M	PhD	59	Other	62	81	Full	1	3831	678
11727	1036	M	PhD	59	Other	62	82	Full	0	3723	-108
11728	1036	M	PhD	59	Other	62	83	Full	0	3985	262
11729	1036	M	PhD	59	Other	62	84	Full	1	4771	786
11730	1036	M	PhD	59	Other	62	85	Full	1	4771	0
11731	1036	M	PhD	59	Other	62	86	Full	1	5354	583
11732	1036	M	PhD	59	Other	62	87	Full	0	5623	269
11733	1036	M	PhD	59	Other	62	88	Full	1	5869	246
11734	1036	M	PhD	59	Other	62	89	Full	1	6745	876
11735	1036	M	PhD	59	Other	62	90	Full	1	7060	315
11736	1036	M	PhD	59	Other	62	91	Full	1	7602	542
11737	1036	M	PhD	59	Other	62	92	Full	1	7823	221
11738	1036	M	PhD	59	Other	62	93	Full	1	8165	342
11739	1036	M	PhD	59	Other	62	94	Full	0	8165	0
11740	1036	M	PhD	59	Other	62	95	Full	0	8402	237
11741	1037	M	PhD	64	Arts	50	76	Assoc	0	1982	NA
11742	1037	M	PhD	64	Arts	50	77	Assoc	0	2216	234
11743	1037	M	PhD	64	Arts	50	78	Assoc	0	2337.333	121.333
11744	1037	M	PhD	64	Arts	50	79	Assoc	0	2627	289.667
11745	1037	M	PhD	64	Arts	50	80	Assoc	1	3079	452
11746	1037	M	PhD	64	Arts	50	81	Assoc	0	3182	103
11747	1037	M	PhD	64	Arts	50	82	Assoc	0	3369	187
11748	1037	M	PhD	64	Arts	50	83	Assoc	0	3710	341
11749	1037	M	PhD	64	Arts	50	84	Assoc	0	3795	85
11750	1037	M	PhD	64	Arts	50	85	Assoc	0	3795	0
11751	1037	M	PhD	64	Arts	50	86	Assoc	0	3909	114
11752	1037	M	PhD	64	Arts	50	87	Assoc	0	4105	196
11753	1037	M	PhD	64	Arts	50	88	Assoc	0	4225	120
11754	1037	M	PhD	64	Arts	50	89	Assoc	0	4585	360
11755	1037	M	PhD	64	Arts	50	90	Assoc	0	4800	215
11756	1037	M	PhD	64	Arts	50	91	Assoc	0	5095	295
11757	1037	M	PhD	64	Arts	50	92	Assoc	0	5242	147
11758	1037	M	PhD	64	Arts	50	93	Assoc	0	5394	152
11759	1037	M	PhD	64	Arts	50	94	Assoc	0	5394	0
11760	1037	M	PhD	64	Arts	50	95	Assoc	0	5551	157
11761	1038	M	PhD	62	Other	66	76	Full	0	2125	NA
11762	1038	M	PhD	62	Other	66	77	Full	0	2337	212
11763	1038	M	PhD	62	Other	66	78	Full	0	2460	123
11764	1038	M	PhD	62	Other	66	79	Full	0	2715	255
11765	1038	M	PhD	62	Other	66	80	Full	0	2917	202
11766	1038	M	PhD	62	Other	66	81	Full	0	3228	311
11767	1038	M	PhD	62	Other	66	82	Full	0	3228	0
11768	1038	M	PhD	62	Other	66	83	Full	0	3554	326
11769	1038	M	PhD	62	Other	66	84	Full	0	3795	241
11770	1038	M	PhD	62	Other	66	85	Full	0	3795	0
11771	1038	M	PhD	62	Other	66	86	Full	0	4199	404
11772	1038	M	PhD	62	Other	66	87	Full	0	4410	211
11773	1038	M	PhD	62	Other	66	88	Full	0	4473	63
11774	1038	M	PhD	62	Other	66	89	Full	0	4786	313
11775	1038	M	PhD	62	Other	66	90	Full	0	5010	224
11776	1038	M	PhD	62	Other	66	91	Full	0	5472	462
11777	1038	M	PhD	62	Other	66	92	Full	0	5631	159
11778	1038	M	PhD	62	Other	66	93	Full	0	5794	163
11779	1038	M	PhD	62	Other	66	94	Full	0	5794	0
11780	1038	M	PhD	62	Other	66	95	Full	0	6048	254
11781	1039	F	PhD	81	Other	85	85	Assoc	0	3581	NA
11782	1039	F	PhD	81	Other	85	86	Assoc	0	3688	107
11783	1039	F	PhD	81	Other	85	87	Assoc	1	4101	413
11784	1039	F	PhD	81	Other	85	88	Assoc	0	3986	-115
11785	1039	F	PhD	81	Other	85	89	Full	0	4515	529
11786	1039	F	PhD	81	Other	85	90	Full	0	4794	279
11787	1039	F	PhD	81	Other	85	91	Full	0	5016	222
11788	1039	F	PhD	81	Other	85	92	Full	0	5236	220
11789	1039	F	PhD	81	Other	85	93	Full	0	5388	152
11790	1039	F	PhD	81	Other	85	94	Full	0	5388	0
11791	1039	F	PhD	81	Other	85	95	Full	0	5624	236
11792	1040	M	PhD	67	Prof	67	76	Assoc	0	2339	NA
11793	1040	M	PhD	67	Prof	67	77	Assoc	0	2544	205
11794	1040	M	PhD	67	Prof	67	78	Full	0	2757	213
11795	1040	M	PhD	67	Prof	67	79	Full	0	3013.433	256.433
11796	1040	M	PhD	67	Prof	67	80	Full	0	3250	236.567
11797	1040	M	PhD	67	Prof	67	81	Full	0	3723	473
11798	1040	M	PhD	67	Prof	67	82	Full	0	3723	0
11799	1040	M	PhD	67	Prof	67	83	Full	0	3927	204
11800	1040	M	PhD	67	Prof	67	84	Full	0	4135	208
11801	1040	M	PhD	67	Prof	67	85	Full	0	4135	0
11802	1040	M	PhD	67	Prof	67	86	Full	0	4259	124
11803	1040	M	PhD	67	Prof	67	87	Full	0	4473	214
11804	1040	M	PhD	67	Prof	67	88	Full	0	4603	130
11805	1040	M	PhD	67	Prof	67	89	Full	0	5068	465
11806	1040	M	PhD	67	Prof	67	90	Full	0	5458	390
11807	1040	M	PhD	67	Prof	67	91	Full	0	5962	504
11808	1040	M	PhD	67	Prof	67	92	Full	0	6313	351
11809	1040	M	PhD	67	Prof	67	93	Full	0	6496	183
11810	1040	M	PhD	67	Prof	67	94	Full	0	6496	0
11811	1040	M	PhD	67	Prof	67	95	Full	0	6590	94
11812	1041	M	PhD	65	Other	66	76	Assoc	0	1982	NA
11813	1041	M	PhD	65	Other	66	77	Assoc	0	2296	314
11814	1041	M	PhD	65	Other	66	78	Full	0	2544	248
11815	1041	M	PhD	65	Other	66	79	Full	0	2895	351
11816	1041	M	PhD	65	Other	66	80	Full	0	3202	307
11817	1041	M	PhD	65	Other	66	81	Full	0	3568	366
11818	1041	M	PhD	65	Other	66	82	Full	0	3777	209
11819	1041	M	PhD	65	Other	66	83	Full	0	3985	208
11820	1041	M	PhD	65	Other	66	84	Full	0	4378	393
11821	1041	M	PhD	65	Other	66	85	Full	0	4378	0
11822	1041	M	PhD	65	Other	66	86	Full	0	5056	678
11823	1041	M	PhD	65	Other	66	87	Full	0	5310	254
11824	1041	M	PhD	65	Other	66	88	Full	0	5703	393
11825	1041	M	PhD	65	Other	66	89	Full	0	6280	577
11826	1041	M	PhD	65	Other	66	90	Full	0	6573	293
11827	1041	M	PhD	65	Other	66	91	Full	0	7180	607
11828	1041	M	PhD	65	Other	66	92	Full	0	7388	208
11829	1041	M	PhD	65	Other	66	93	Full	0	7823	435
11830	1041	M	PhD	65	Other	66	94	Full	0	7823	0
11831	1041	M	PhD	65	Other	66	95	Full	0	8049	226
11832	1042	M	PhD	67	Other	60	76	Assoc	0	2447	NA
11833	1042	M	PhD	67	Other	60	77	Assoc	0	2691	244
11834	1042	M	PhD	67	Other	60	78	Assoc	0	2590	-101
11835	1042	M	PhD	67	Other	60	79	Assoc	0	2907	317
11836	1042	M	PhD	67	Other	60	80	Assoc	0	3168	261
11837	1042	M	PhD	67	Other	60	81	Assoc	0	3512	344
11838	1042	M	PhD	67	Other	60	82	Assoc	1	3719	207
11839	1042	M	PhD	67	Other	60	83	Full	1	4096	377
11840	1042	M	PhD	67	Other	60	84	Full	1	4312	216
11841	1042	M	PhD	67	Other	60	85	Full	1	4312	0
11842	1042	M	PhD	67	Other	60	86	Full	1	4702	390
11843	1042	M	PhD	67	Other	60	87	Full	1	4702	0
11844	1042	M	PhD	67	Other	60	88	Full	1	6771	2069
11845	1042	M	PhD	67	Other	60	89	Full	0	6745	-26
11846	1042	M	PhD	67	Other	60	90	Full	0	7162	417
11847	1042	M	PhD	67	Other	60	91	Full	0	7388	226
11848	1042	M	PhD	67	Other	60	92	Full	0	7494	106
11849	1042	M	PhD	67	Other	60	93	Full	0	7602	108
11850	1042	M	PhD	67	Other	60	94	Full	1	8165	563
11851	1042	M	PhD	67	Other	60	95	Full	1	8646	481
11852	1043	M	PhD	76	Other	76	76	Assist	0	1472	NA
11853	1043	M	PhD	76	Other	76	77	Assist	0	1659	187
11854	1043	M	PhD	76	Other	76	78	Assist	0	1791	132
11855	1043	M	PhD	76	Other	76	79	Assist	0	2079	288
11856	1043	M	PhD	76	Other	76	80	Assist	0	2256	177
11857	1043	M	PhD	76	Other	76	81	Assoc	0	2567	311
11858	1043	M	PhD	76	Other	76	82	Assoc	0	2719	152
11859	1043	M	PhD	76	Other	76	83	Assoc	0	2869	150
11860	1043	M	PhD	76	Other	76	84	Assoc	0	3107	238
11861	1043	M	PhD	76	Other	76	85	Assoc	0	3107	0
11862	1043	M	PhD	76	Other	76	86	Assoc	0	3200	93
11863	1043	M	PhD	76	Other	76	87	Assoc	0	3361	161
11864	1043	M	PhD	76	Other	76	88	Assoc	0	3508	147
11865	1043	M	PhD	76	Other	76	89	Full	0	4269	761
11866	1043	M	PhD	76	Other	76	90	Full	0	4731	462
11867	1043	M	PhD	76	Other	76	91	Full	0	5095	364
11868	1043	M	PhD	76	Other	76	92	Full	0	5394	299
11869	1043	M	PhD	76	Other	76	93	Full	0	5551	157
11870	1043	M	PhD	76	Other	76	94	Full	0	5551	0
11871	1043	M	PhD	76	Other	76	95	Full	0	5962	411
11872	1044	M	PhD	83	Other	91	91	Assist	0	4604	NA
11873	1044	M	PhD	83	Other	91	92	Assist	0	4783	179
11874	1044	M	PhD	83	Other	91	93	Assist	0	4945	162
11875	1044	M	PhD	83	Other	91	94	Assist	0	4945	0
